year,substance,emit_way,unit,quantity
2001,Vinyl acetate,Releases to Land,grams,10000
2002,Vinyl acetate,Releases to Land,grams,10000
2003,Vinyl acetate,Releases to Land,grams,1044000
2004,Vinyl acetate,Releases to Land,grams,1137000
2005,Vinyl acetate,Releases to Land,grams,1194000
2006,Vinyl acetate,Releases to Land,grams,1254000
2008,Vinyl acetate,Releases to Land,grams,5000
2009,Vinyl acetate,Releases to Land,grams,25000
2010,Vinyl acetate,Releases to Land,grams,2000
2011,Vinyl acetate,Releases to Land,grams,0
2019,Vinyl acetate,Releases to Land,grams,17000
2020,Vinyl acetate,Releases to Land,grams,1000
2021,Vinyl acetate,Releases to Land,grams,3000
2022,Vinyl acetate,Releases to Land,grams,26000
2001,Vinyl chloride,Releases to Land,grams,10000
2004,Vinyl chloride,Releases to Land,grams,0
2005,Vinyl chloride,Releases to Land,grams,1100000
2006,Vinyl chloride,Releases to Land,grams,1091000
2007,Vinyl chloride,Releases to Land,grams,538000
2008,Vinyl chloride,Releases to Land,grams,792000
2009,Vinyl chloride,Releases to Land,grams,707000
2010,Vinyl chloride,Releases to Land,grams,262000
2000,Xylene (all isomers),Releases to Land,grams,932000
2001,Xylene (all isomers),Releases to Land,grams,1850000
2002,Xylene (all isomers),Releases to Land,grams,2364000
2003,Xylene (all isomers),Releases to Land,grams,1445000
2004,Xylene (all isomers),Releases to Land,grams,4519000
2005,Xylene (all isomers),Releases to Land,grams,1903000
2006,Xylene (all isomers),Releases to Land,grams,441000
2007,Xylene (all isomers),Releases to Land,grams,729000
2008,Xylene (all isomers),Releases to Land,grams,322000
2009,Xylene (all isomers),Releases to Land,grams,712000
2010,Xylene (all isomers),Releases to Land,grams,2496700
2011,Xylene (all isomers),Releases to Land,grams,4760500
2012,Xylene (all isomers),Releases to Land,grams,13632500
2013,Xylene (all isomers),Releases to Land,grams,196600
2014,Xylene (all isomers),Releases to Land,grams,22858100
2015,Xylene (all isomers),Releases to Land,grams,43154500
2016,Xylene (all isomers),Releases to Land,grams,14362200
2017,Xylene (all isomers),Releases to Land,grams,59400
2018,Xylene (all isomers),Releases to Land,grams,45500
2019,Xylene (all isomers),Releases to Land,grams,30830
2020,Xylene (all isomers),Releases to Land,grams,19440
2021,Xylene (all isomers),Releases to Land,grams,37962220
2022,Xylene (all isomers),Releases to Land,grams,746215
1993,Xylene (mixed isomers),Releases to Land,grams,4557000
1994,Xylene (mixed isomers),Releases to Land,grams,13310000
1995,Xylene (mixed isomers),Releases to Land,grams,1930000
1996,Xylene (mixed isomers),Releases to Land,grams,36675000
1997,Xylene (mixed isomers),Releases to Land,grams,4540000
1998,Xylene (mixed isomers),Releases to Land,grams,2721000
1999,Xylene (mixed isomers),Releases to Land,grams,3865000
1995,Zinc (and its compounds),Releases to Land,grams,1045580000
1996,Zinc (and its compounds),Releases to Land,grams,1765401000
1997,Zinc (and its compounds),Releases to Land,grams,2211501000
1998,Zinc (and its compounds),Releases to Land,grams,1967035000
1999,Zinc (and its compounds),Releases to Land,grams,1230121000
2000,Zinc (and its compounds),Releases to Land,grams,1611510000
2001,Zinc (and its compounds),Releases to Land,grams,1911498000
2002,Zinc (and its compounds),Releases to Land,grams,2151384000
2003,Zinc (and its compounds),Releases to Land,grams,8625000
2004,Zinc (and its compounds),Releases to Land,grams,26591000
2005,Zinc (and its compounds),Releases to Land,grams,48788000
2006,Zinc (and its compounds),Releases to Land,grams,67809000
2007,Zinc (and its compounds),Releases to Land,grams,47544000
2008,Zinc (and its compounds),Releases to Land,grams,84152000
2009,Zinc (and its compounds),Releases to Land,grams,278218000
2010,Zinc (and its compounds),Releases to Land,grams,952290800
2011,Zinc (and its compounds),Releases to Land,grams,268214000
2012,Zinc (and its compounds),Releases to Land,grams,355076500
2013,Zinc (and its compounds),Releases to Land,grams,359323800
2014,Zinc (and its compounds),Releases to Land,grams,303251400
2015,Zinc (and its compounds),Releases to Land,grams,304623400
2016,Zinc (and its compounds),Releases to Land,grams,910367400
2017,Zinc (and its compounds),Releases to Land,grams,204861200
2018,Zinc (and its compounds),Releases to Land,grams,115920800
2019,Zinc (and its compounds),Releases to Land,grams,215064000
2020,Zinc (and its compounds),Releases to Land,grams,45570196
2021,Zinc (and its compounds),Releases to Land,grams,34949800
2022,Zinc (and its compounds),Releases to Land,grams,84306885
2001,i-Butyl alcohol,Releases to Land,grams,3000
2002,i-Butyl alcohol,Releases to Land,grams,3000
2009,i-Butyl alcohol,Releases to Land,grams,0
2013,i-Butyl alcohol,Releases to Land,grams,42300
1995,n-Butyl alcohol,Releases to Land,grams,22000
1996,n-Butyl alcohol,Releases to Land,grams,30000
1997,n-Butyl alcohol,Releases to Land,grams,30000
1998,n-Butyl alcohol,Releases to Land,grams,30000
2007,n-Butyl alcohol,Releases to Land,grams,0
2008,n-Butyl alcohol,Releases to Land,grams,0
2009,n-Butyl alcohol,Releases to Land,grams,0
2010,n-Butyl alcohol,Releases to Land,grams,0
2021,n-Butyl alcohol,Releases to Land,grams,84333200
1999,n-Hexane,Releases to Land,grams,1768000
2000,n-Hexane,Releases to Land,grams,681000
2001,n-Hexane,Releases to Land,grams,2339000
2002,n-Hexane,Releases to Land,grams,27594000
2003,n-Hexane,Releases to Land,grams,4303000
2004,n-Hexane,Releases to Land,grams,396000
2005,n-Hexane,Releases to Land,grams,141000
2006,n-Hexane,Releases to Land,grams,2124000
2007,n-Hexane,Releases to Land,grams,1123000
2008,n-Hexane,Releases to Land,grams,1549000
2009,n-Hexane,Releases to Land,grams,194000
2010,n-Hexane,Releases to Land,grams,133500
2011,n-Hexane,Releases to Land,grams,1193600
2012,n-Hexane,Releases to Land,grams,3095300
2013,n-Hexane,Releases to Land,grams,281246400
2014,n-Hexane,Releases to Land,grams,49256400
2015,n-Hexane,Releases to Land,grams,622593900
2016,n-Hexane,Releases to Land,grams,1938100
2017,n-Hexane,Releases to Land,grams,280584200
2018,n-Hexane,Releases to Land,grams,389901900
2019,n-Hexane,Releases to Land,grams,28761060
2020,n-Hexane,Releases to Land,grams,13611950
2021,n-Hexane,Releases to Land,grams,19855238
2022,n-Hexane,Releases to Land,grams,33025859
1993,o-Xylene,Releases to Land,grams,228000
2006,"p,p'-Methylenebis(2-chloroaniline)",Releases to Land,grams,0
2007,"p,p'-Methylenebis(2-chloroaniline)",Releases to Land,grams,0
2008,"p,p'-Methylenebis(2-chloroaniline)",Releases to Land,grams,0
2009,"p,p'-Methylenebis(2-chloroaniline)",Releases to Land,grams,0
1994,p-Dichlorobenzene,Releases to Land,grams,500000
1995,p-Dichlorobenzene,Releases to Land,grams,400000
2008,sec-Butyl alcohol,Releases to Land,grams,0
2009,sec-Butyl alcohol,Releases to Land,grams,0
1994,tert-Butyl alcohol,Releases to Land,grams,2000
1995,tert-Butyl alcohol,Releases to Land,grams,2000
1997,tert-Butyl alcohol,Releases to Land,grams,3000
1998,tert-Butyl alcohol,Releases to Land,grams,3000
1999,tert-Butyl alcohol,Releases to Land,grams,3000
2000,tert-Butyl alcohol,Releases to Land,grams,2000
2001,tert-Butyl alcohol,Releases to Land,grams,2000
2002,tert-Butyl alcohol,Releases to Land,grams,0
2003,tert-Butyl alcohol,Releases to Land,grams,0
2004,tert-Butyl alcohol,Releases to Land,grams,0
2005,tert-Butyl alcohol,Releases to Land,grams,0
2006,tert-Butyl alcohol,Releases to Land,grams,0
2007,tert-Butyl alcohol,Releases to Land,grams,0
2008,tert-Butyl alcohol,Releases to Land,grams,0
2009,tert-Butyl alcohol,Releases to Land,grams,0
2000,"1,1,2-Trichloroethane",Releases to Water Bodies,grams,27000
2011,"1,1,2-Trichloroethane",Releases to Water Bodies,grams,2000
2012,"1,1,2-Trichloroethane",Releases to Water Bodies,grams,2000
1993,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,961000
1994,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,233000
1995,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,281000
1996,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,260000
1997,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,314000
1998,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,500000
1999,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,260000
2000,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,265000
2001,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,31000
2002,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,39000
2003,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,41000
2004,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,41000
2005,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,45000
2006,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,58000
2007,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,145000
2008,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,46000
2009,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,50000
2010,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,136600
2011,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,146800
2012,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,153900
2013,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,151100
2014,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,148100
2015,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,38000
2016,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,38000
2017,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,38000
2018,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,39400
2019,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,42600
2020,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,41000
2021,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,41688
2022,"1,2,4-Trimethylbenzene",Releases to Water Bodies,grams,4765543
1994,"1,2-Dichloroethane",Releases to Water Bodies,grams,523000
1995,"1,2-Dichloroethane",Releases to Water Bodies,grams,448000
1996,"1,2-Dichloroethane",Releases to Water Bodies,grams,41000
1997,"1,2-Dichloroethane",Releases to Water Bodies,grams,27000
1998,"1,2-Dichloroethane",Releases to Water Bodies,grams,162000
1999,"1,2-Dichloroethane",Releases to Water Bodies,grams,198000
2000,"1,2-Dichloroethane",Releases to Water Bodies,grams,70000
2001,"1,2-Dichloroethane",Releases to Water Bodies,grams,76000
2002,"1,2-Dichloroethane",Releases to Water Bodies,grams,59000
2003,"1,2-Dichloroethane",Releases to Water Bodies,grams,68000
2004,"1,2-Dichloroethane",Releases to Water Bodies,grams,65000
2005,"1,2-Dichloroethane",Releases to Water Bodies,grams,67000
2006,"1,2-Dichloroethane",Releases to Water Bodies,grams,70000
2007,"1,2-Dichloroethane",Releases to Water Bodies,grams,80000
2008,"1,2-Dichloroethane",Releases to Water Bodies,grams,0
2020,"1,2-Dichloroethane",Releases to Water Bodies,grams,1000
1993,"1,3-Butadiene",Releases to Water Bodies,grams,120000
1994,"1,3-Butadiene",Releases to Water Bodies,grams,58000
1995,"1,3-Butadiene",Releases to Water Bodies,grams,58000
1997,"1,3-Butadiene",Releases to Water Bodies,grams,28000
1998,"1,3-Butadiene",Releases to Water Bodies,grams,0
2004,"1,3-Butadiene",Releases to Water Bodies,grams,0
2005,"1,3-Butadiene",Releases to Water Bodies,grams,0
2006,"1,3-Butadiene",Releases to Water Bodies,grams,0
2007,"1,3-Butadiene",Releases to Water Bodies,grams,0
2008,"1,3-Butadiene",Releases to Water Bodies,grams,0
2009,"1,3-Butadiene",Releases to Water Bodies,grams,0
1993,"1,4-Dioxane",Releases to Water Bodies,grams,5810000
1994,"1,4-Dioxane",Releases to Water Bodies,grams,4643000
1995,"1,4-Dioxane",Releases to Water Bodies,grams,4764000
1996,"1,4-Dioxane",Releases to Water Bodies,grams,5100000
1997,"1,4-Dioxane",Releases to Water Bodies,grams,2700000
1998,"1,4-Dioxane",Releases to Water Bodies,grams,1100000
1999,"1,4-Dioxane",Releases to Water Bodies,grams,1124000
2000,"1,4-Dioxane",Releases to Water Bodies,grams,95000
2006,"1,4-Dioxane",Releases to Water Bodies,grams,6534000
2007,"1,4-Dioxane",Releases to Water Bodies,grams,16568000.000000002
2008,"1,4-Dioxane",Releases to Water Bodies,grams,20495000
2009,"1,4-Dioxane",Releases to Water Bodies,grams,19076000
2010,"1,4-Dioxane",Releases to Water Bodies,grams,5340100
2011,"1,4-Dioxane",Releases to Water Bodies,grams,7369400
2012,"1,4-Dioxane",Releases to Water Bodies,grams,3926000
2013,"1,4-Dioxane",Releases to Water Bodies,grams,3227800
2014,"1,4-Dioxane",Releases to Water Bodies,grams,1773000
2015,"1,4-Dioxane",Releases to Water Bodies,grams,3042400
2016,"1,4-Dioxane",Releases to Water Bodies,grams,2619900
2007,1-Nitropyrene,Releases to Water Bodies,grams,0
2011,1-Nitropyrene,Releases to Water Bodies,grams,0
2000,"2,4-Dichlorophenol (and its salts)",Releases to Water Bodies,grams,1000
2011,"2,4-Dichlorophenol (and its salts)",Releases to Water Bodies,grams,300000
2012,"2,4-Dichlorophenol (and its salts)",Releases to Water Bodies,grams,360000
1993,"2,4-Dinitrotoluene",Releases to Water Bodies,grams,2000000
1994,"2,4-Dinitrotoluene",Releases to Water Bodies,grams,4000000
1996,"2,4-Dinitrotoluene",Releases to Water Bodies,grams,2350000
1997,"2,4-Dinitrotoluene",Releases to Water Bodies,grams,816000
1998,"2,4-Dinitrotoluene",Releases to Water Bodies,grams,196000
1999,"2,4-Dinitrotoluene",Releases to Water Bodies,grams,1190000
1999,2-Butoxyethanol,Releases to Water Bodies,grams,6000
2000,2-Butoxyethanol,Releases to Water Bodies,grams,200000
2001,2-Butoxyethanol,Releases to Water Bodies,grams,150000
2002,2-Butoxyethanol,Releases to Water Bodies,grams,150000
2003,2-Butoxyethanol,Releases to Water Bodies,grams,130000
2004,2-Butoxyethanol,Releases to Water Bodies,grams,3331000
2005,2-Butoxyethanol,Releases to Water Bodies,grams,2473000
2006,2-Butoxyethanol,Releases to Water Bodies,grams,2824000
2007,2-Butoxyethanol,Releases to Water Bodies,grams,2235000
2008,2-Butoxyethanol,Releases to Water Bodies,grams,1242000
2009,2-Butoxyethanol,Releases to Water Bodies,grams,919000
2010,2-Butoxyethanol,Releases to Water Bodies,grams,1114200
2011,2-Butoxyethanol,Releases to Water Bodies,grams,867000
2017,2-Butoxyethanol,Releases to Water Bodies,grams,0
2020,2-Butoxyethanol,Releases to Water Bodies,grams,3027500
2021,2-Butoxyethanol,Releases to Water Bodies,grams,6800000
2006,2-Methoxyethanol,Releases to Water Bodies,grams,1120000
2007,3-Methylcholanthrene,Releases to Water Bodies,grams,43
2008,3-Methylcholanthrene,Releases to Water Bodies,grams,339
2009,3-Methylcholanthrene,Releases to Water Bodies,grams,22
2010,3-Methylcholanthrene,Releases to Water Bodies,grams,25
2011,3-Methylcholanthrene,Releases to Water Bodies,grams,63
2012,3-Methylcholanthrene,Releases to Water Bodies,grams,224
